NN;lex_rus;lang;class;lex_nd;first_cons;cons_type_old;cons_type;CL_SG;final_cons;fin_cons_type;POST_SG;first_vowel;vowel_type;lex_rus_sem;compound;semantics_KK;semantics_KK_detailed;;;;;
13;podborodok;tsahg;4;q'ac';q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
13;podborodok;tsahc;4;q'ac';q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
13;podborodok;kryz;4;čěnä;č;anterior;anterior;NA;vowel;NA;0;;;;0;body;golova i sheja;;;;;
13;podborodok;bud;4;čänä;č;anterior;anterior;NA;vowel;NA;0;;;;0;body;golova i sheja;;;;;
13;podborodok;hin;3;čänä;č;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';and;5;č'amč'al;č';anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';cham;3;erʟʷ;NA;NA;NA;NA;;;;e;;;0;body;golova i sheja;;;;;
14;tcheljuct';chamg;3;erʟi;NA;NA;NA;NA;;;;e;;;0;body;golova i sheja;;;;;
14;tcheljuct';inh;PL;č'eč'enaba;č';anterior;anterior;NA;;;;;;net Sg, Pl ot formy č'eč'en podborodok;0;body;golova i sheja;;;;;
14;tcheljuct';bezht;4;ʟ'aqa;ʟ';liquid;liquid;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';bezhh;4;ʟ'aqa;ʟ';liquid;liquid;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';gunz;4;ʟ'aqa;ʟ';liquid;liquid;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';tsez;2;č'ič'in;č';anterior;anterior;NA;;;;;;=podborodok;0;body;golova i sheja;;;;;
14;tcheljuct';gin;3;ʟ'aqa;ʟ';liquid;liquid;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';lak;4;χːinču;χː;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';arch;4;čarχ;č;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';rutl;4;čana;č;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';tsah;4;čene;č;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';tsahg;4;čene;č;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';tsahc;4;čene;č;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
14;tcheljuct';kryz;4;čěnäǯ q'ul;č;anterior;anterior;NA;l;liquid;0;;;|podborodka kryshka|;1;body;golova i sheja;;;;;
14;tcheljuct';bud;4;čänä;č;anterior;anterior;NA;vowel;NA;0;;;=podborodok;0;body;golova i sheja;;;;;
14;tcheljuct';hin;3;čänä;č;anterior;anterior;NA;;;;;;=podborodok;0;body;golova i sheja;;;;;
15;jazyk;and;5;mic'ːi;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;cham;3;mis';m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;chamg;3;mic'i;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;inh;3;mɨc;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;bezht;3;mic;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;bezhh;3;mic;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;gunz;3;mɨc;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;tsez;3;mec;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;gin;3;mec;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;lak;3;maz;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;arch;3;mac;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;rutl;3;miz;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;tsah;3;miz;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;tsahg;3;miz;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;tsahc;3;miz;m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
15;jazyk;kryz;3;mez;m;nasal;labial;NA;z;anterior;0;;;;0;body;golova i sheja;;;;;
15;jazyk;bud;3;mäz || mez;m;nasal;labial;NA;z;anterior;0;;;;0;body;golova i sheja;;;;;
15;jazyk;hin;3;mic';m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;and;5;tomil;t;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;cham;3;tama;t;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;chamg;3;tama;t;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;inh;3;zɨmor;z;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;bezht;3;č'imät'ö;č';anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;bezhh;3;c'imac';c';anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;gunz;3;č'emat';č';anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;tsez;3;cemori;c;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;gin;4;somore;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;lak;4;sina;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;arch;4;sana;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;rutl;4;xamx;x;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
16;decna;tsah;4;damaʁ;d;anterior;anterior;1;;;;;;;0;body;golova i sheja;;;;;
16;decna;tsahg;4;mizaq'um;m;nasal;labial;NA;;;;;;|k jazyku blizkoe|;0;body;golova i sheja;;;;;
16;decna;tsahc;4;damaʁ;d;anterior;anterior;1;;;;;;;0;body;golova i sheja;;;;;
16;decna;kryz;4;dij;d;anterior;anterior;NA;j;anterior;0;;;;0;body;golova i sheja;;;;;
16;decna;bud;3;silimbi jək;s;anterior;anterior;NA;k;plosive.post;0;;;|zubov mjaco|;1;body;golova i sheja;;;;;
16;decna;hin;3;izin;NA;NA;NA;NA;;;;i;;;0;body;golova i sheja;;;;;
17;zub;and;4;sol;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;cham;5;salʷ;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;chamg;5;suj;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;inh;5;sɨl;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;bezht;4;sila;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;bezhh;4;sila;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;gunz;4;sɨlɵ;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;tsez;2;k'icu;k';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;gin;4;k'eču;k';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;lak;4;kːʷarčːi;kːʷ;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;arch;4;sot;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;rutl;4;sɨs;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;tsah;4;sili;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;tsahg;4;sili;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;tsahc;4;sili;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
17;zub;kryz;4;sil;s;anterior;anterior;NA;l;liquid;0;;;;0;body;golova i sheja;;;;;
17;zub;bud;4;sil;s;anterior;anterior;NA;l;liquid;0;;;;0;body;golova i sheja;;;;;
17;zub;hin;4;culoz;c;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;and;4;siɢi;s;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;cham;3;koža;k;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;chamg;3;χanχa;χ;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;inh;5;kožu;k;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;bezht;5;gäžö;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;bezhh;5;gäžö;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;gunz;5;k'ɵcu;k';plosive.post;plosive.post;NA;;;;;;u tcheloveka;0;body;golova i sheja;;;;;
18;klyk;gunz;5;gɵ̃žu;g;plosive.post;plosive.post;NA;;;;;;u cobaki;0;body;golova i sheja;;;;;
18;klyk;tsez;2;k'et'us k'icu;k;plosive.post;plosive.post;NA;;;;;;|koshatchij zub|;1;body;golova i sheja;;;;;
18;klyk;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;lak;3;χːut'i;χː;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;arch;4;sot;s;anterior;anterior;NA;;;;;;=zub;0;body;golova i sheja;;;;;
18;klyk;rutl;3;vɨgɨn;v;labial;labial;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;tsah;4;azɨ || azu;NA;NA;NA;NA;;;;a;;;0;body;golova i sheja;;;;;
18;klyk;tsahg;4;azu;NA;NA;NA;NA;;;;a;;;0;body;golova i sheja;;;;;
18;klyk;tsahc;NA;NA;NA;NA;NA;NA;;;;;;;0;body;golova i sheja;;;;;
18;klyk;kryz;NA;NA;NA;NA;NA;NA;;;0;;;;0;body;golova i sheja;;;;;
18;klyk;bud;4;sil;s;anterior;anterior;NA;l;liquid;0;;;=zub;0;body;golova i sheja;;;;;
18;klyk;hin;4;culoz;c;anterior;anterior;NA;;;;;;=zub;0;body;golova i sheja;;;;;
19;korennoj zub;and;5;guži;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
19;korennoj zub;cham;5;χʷabaʟ salʷ;χʷ;fricative.post;fricative.post;NA;;;;;;|mel'nitchnyj zub|;1;body;golova i sheja;;;;;
19;korennoj zub;chamg;5;χobaʟal suj;χ;fricative.post;fricative.post;NA;;;;;;|mel'nitchnyj zub|;1;body;golova i sheja;;;;;
19;korennoj zub;inh;5;ʁʷlẽs sɨl;ʁʷ;fricative.post;fricative.post;NA;;;;;;|cobatchij zub|;1;body;golova i sheja;;;;;
19;korennoj zub;bezht;NA;rüq'ö sila;r;liquid;liquid;NA;;;;;;|bol'shoj zub|;1;body;golova i sheja;;;;;
19;korennoj zub;bezhh;5;χag;χ;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
19;korennoj zub;gunz;5;χɵʁin;χ;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
19;korennoj zub;tsez;2;gažu;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
19;korennoj zub;gin;2;gažu;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
19;korennoj zub;lak;3;t'u1j;t';anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
19;korennoj zub;arch;4;ga1nži;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
19;korennoj zub;rutl;4;ʁʷabad sɨs;ʁʷ;fricative.post;fricative.post;NA;;;;;;|kornja zub|;1;body;golova i sheja;;;;;
19;korennoj zub;tsahc;4;xajɨkin sili;x;fricative.post;fricative.post;NA;;;;;;|xajɨkin + zub|;1;body;golova i sheja;;;;;
19;korennoj zub;tsahg;4;kokakin sili;k;plosive.post;plosive.post;NA;;;;;;|kokakin + zub|;1;body;golova i sheja;;;;;
19;korennoj zub;tsah;4;azɨ;NA;NA;NA;NA;;;;a;;=klyk;0;body;golova i sheja;;;;;
19;korennoj zub;kryz;4;saχ;s;anterior;anterior;NA;χ;fricative.post;0;;;;0;body;golova i sheja;;;;;
19;korennoj zub;bud;3;azu;NA;NA;NA;NA;vowel;NA;0;a;;;0;body;golova i sheja;;;;;
19;korennoj zub;hin;4;aːǯi culoz;NA;NA;NA;NA;;;;aː;;|gor'kij zub|;1;body;golova i sheja;;;;;
20;gorlo;and;5;q'ʷanq'ʷa;q'ʷ;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;cham;3;q'ũq'a;q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;chamg;3;q'unq'aʟi;q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;inh;4;q'ir-baji;q';plosive.post;plosive.post;NA;;;;;;;1;body;golova i sheja;;;;;
20;gorlo;bezht;3;q'asq'at'o;q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;bezhh;3;q'asq'at'o;q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;gunz;3;qarqač'u;q;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;tsez;3;ba1ja;b;labial;labial;1;;;;;;trakheja;0;body;golova i sheja;;;;;
20;gorlo;tsez;4;ba1james t'aʜu;b;labial;labial;NA;;;;;;gortan';1;body;golova i sheja;;;;;
20;gorlo;gin;4;k'es;k';plosive.post;plosive.post;NA;;;;;;gortan';0;body;golova i sheja;;;;;
20;gorlo;lak;3;q'aq'ari;q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;arch;3;hanq';h;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;rutl;3;buʁaz;b;labial;labial;1;;;;;;;0;body;golova i sheja;;;;;
20;gorlo;rutl;3;q'arχan;q';plosive.post;plosive.post;NA;;;;;;glotka;0;body;golova i sheja;;;;;
20;gorlo;rutl;3;q'aq'arag;q';plosive.post;plosive.post;NA;;;;;;gortan';0;body;golova i sheja;;;;;
20;gorlo;tsah;3;buʁaz;b;labial;labial;1;;;;;;glotka;0;body;golova i sheja;;;;;
20;gorlo;tsah;3;k'arχam;k';plosive.post;plosive.post;NA;;;;;;gortan';0;body;golova i sheja;;;;;
20;gorlo;tsahg;3;buʁaz;b;labial;labial;1;;;;;;glotka;0;body;golova i sheja;;;;;
20;gorlo;tsahg;3;k'arχam;k';plosive.post;plosive.post;NA;;;;;;gortan';0;body;golova i sheja;;;;;
20;gorlo;tsahc;3;buʁaz;b;labial;labial;1;;;;;;glotka;0;body;golova i sheja;;;;;
20;gorlo;tsahc;3;k'arχam;k';plosive.post;plosive.post;NA;;;;;;gortan';0;body;golova i sheja;;;;;
20;gorlo;kryz;3;gäli;g;plosive.post;plosive.post;NA;vowel;NA;0;;;glotka;0;body;golova i sheja;;;;;
20;gorlo;kryz;3;χulut';χ;fricative.post;fricative.post;NA;t';anterior;0;;;gortan';0;body;golova i sheja;;;;;
20;gorlo;bud;3;golu;g;plosive.post;plosive.post;NA;vowel;NA;0;;;glotka;0;body;golova i sheja;;;;;
20;gorlo;bud;3;q'ult'uχum;q';plosive.post;plosive.post;NA;m;nasal;0;;;gortan';0;body;golova i sheja;;;;;
20;gorlo;hin;3;χurt'um;χ;fricative.post;fricative.post;NA;;;;;;glotka;0;body;golova i sheja;;;;;
20;gorlo;hin;3;buʁaz;b;labial;labial;1;;;;;;gortan';0;body;golova i sheja;;;;;
21;kadyk;and;5;šeq'e;š;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;cham;3;q'ũq'aʟ k'oč';q';plosive.post;plosive.post;NA;;;;;;|gorla vyctup|;1;body;golova i sheja;;;;;
21;kadyk;cham;5;q'ũq'aʟ k'oč';q';plosive.post;plosive.post;NA;;;;;;|gorla vyctup|;1;body;golova i sheja;;;;;
21;kadyk;chamg;3;q'unq'aʟiʟ k'oč'u;q';plosive.post;plosive.post;NA;;;;;;|gorla vyctup|;1;body;golova i sheja;;;;;
21;kadyk;inh;4;qorčin;q;plosive.post;plosive.post;NA;;;;;;=khrjasch;0;body;golova i sheja;;;;;
21;kadyk;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;bezhh;4;rislis q'öš;r;liquid;liquid;1;;;;;;|shei vyctup|;1;body;golova i sheja;;;;;
21;kadyk;gunz;4;q'uč'i;q';plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;lak;3;q1ut';q1;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;arch;4;gurq'1i;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;rutl;3;buʁazad t'ur;b;labial;labial;1;;;;;;|gorla cuk|;1;body;golova i sheja;;;;;
21;kadyk;tsah;3;χɨrt'am;χ;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;tsahg;3;χɨrt'am;χ;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;tsahc;3;hɨrq'1um;h;fricative.post;fricative.post;NA;;;;;;;0;body;golova i sheja;;;;;
21;kadyk;kryz;4;χult'um;χ;fricative.post;fricative.post;NA;m;nasal;0;;;;0;body;golova i sheja;;;;;
21;kadyk;bud;3;ulʁum;NA;NA;NA;NA;m;nasal;0;u;;;0;body;golova i sheja;;;;;
21;kadyk;hin;4;ulʁum;NA;NA;NA;NA;;;;u;;;0;body;golova i sheja;;;;;
22;sheja;and;5;garu;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;cham;5;ǯajʟʷ;ǯ;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;chamg;3;ǯaru;ǯ;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;inh;3;muč';m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;bezht;3;boɬo;b;labial;labial;1;;;;;;;0;body;golova i sheja;;;;;
22;sheja;bezhh;3;boɬo;b;labial;labial;1;;;;;;;0;body;golova i sheja;;;;;
22;sheja;gunz;3;bolo;b;labial;labial;1;;;;;;;0;body;golova i sheja;;;;;
22;sheja;tsez;3;meč';m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;gin;3;moc';m;nasal;labial;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;lak;4;sːursːu;sː;anterior;anterior;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;arch;4;o1č'-lekːi;NA;NA;NA;NA;;;;o1;;|vorotnik + koct'|;1;body;golova i sheja;;;;;
22;sheja;rutl;3;gardan;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;tsah;3;gardan;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;tsahg;3;gardan;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;tsahc;3;gardan;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
22;sheja;kryz;3;gardan;g;plosive.post;plosive.post;NA;n;nasal;0;;;;0;body;golova i sheja;;;;;
22;sheja;bud;4;gərdən;g;plosive.post;plosive.post;NA;n;nasal;0;;;;0;body;golova i sheja;;;;;
22;sheja;hin;3;gardan;g;plosive.post;plosive.post;NA;;;;;;;0;body;golova i sheja;;;;;
23;telo;and;5;gumugi;g;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;and;5;laga;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;and;5;q'arq'ala;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;cham;3;laga;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;cham;3;q'arq'ala;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;chamg;3;čerχi;č;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;chamg;3;q'arq'ala;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;chamg;3;laga;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;inh;3;laga;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;bezht;3;maʁo;m;nasal;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;bezhh;3;maʁo;m;nasal;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;bezhh;3;q'arq'ala;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;gunz;3;q'arq'ala;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;tsez;3;laga;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;gin;3;laga;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;lak;3;čurχ;č;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;arch;3;q'arq'ala;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;rutl;4;ǯan;ǯ;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;rutl;4;beden;b;labial;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;tsah;4;ǯandak;ǯ;anterior;anterior;NA;;;;;;trup;0;body;telo i tulovische;;;;;
23;telo;tsahg;4;ǯan;ǯ;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;tsahc;4;ǯan;ǯ;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
23;telo;kryz;4;ǯěndäk;ǯ;anterior;anterior;NA;k;plosive.post;0;;;=tusha;0;body;telo i tulovische;;;;;
23;telo;kryz;4;tän;t;anterior;anterior;NA;n;nasal;0;;;;0;body;telo i tulovische;;;;;
23;telo;bud;4;andam;NA;NA;NA;NA;m;nasal;0;a;;;0;body;telo i tulovische;;;;;
23;telo;hin;4;bädän;b;labial;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;and;5;q'ujlo;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;cham;3;q'ula;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;chamg;3;q'ula;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;inh;3;q'ulaʕi;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;bezht;3;qamala;q;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;bezhh;3;qamala;q;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;gunz;4;qamala;q;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;tsez;3;q'ʷ1alaʕi;q'ʷ;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;gin;3;q'ʷarq'ʷala;q'ʷ;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;lak;3;χːanχːa;χː;fricative.post;fricative.post;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;arch;3;χːamχːi;χː;fricative.post;fricative.post;NA;;;;;;tusha barana;0;body;telo i tulovische;;;;;
24;tusha;rutl;4;laš;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;tsah;4;lašːaǧ;l;liquid;liquid;NA;;;;;;pavshaja ckotina;0;body;telo i tulovische;;;;;
24;tusha;tsahg;4;lašːag;l;liquid;liquid;NA;;;;;;;0;body;telo i tulovische;;;;;
24;tusha;tsahc;4;ǯandak;ǯ;anterior;anterior;NA;;;;;;tusha krupnogo rogatogo ckota, =trup;0;body;telo i tulovische;;;;;
24;tusha;tsahc;4;lašːag;l;liquid;liquid;NA;;;;;;tusha melkogo rogatogo ckota;0;body;telo i tulovische;;;;;
24;tusha;kryz;4;ǯěndäk;ǯ;anterior;anterior;NA;k;plosive.post;0;;;;0;body;telo i tulovische;;;;;
24;tusha;bud;4;ǯendek;ǯ;anterior;anterior;NA;k;plosive.post;0;;;;0;body;telo i tulovische;;;;;
24;tusha;hin;4;ǯandak;ǯ;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;and;5;miʁul;m;nasal;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;cham;5;beq'uʟ;b;labial;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;chamg;3;q'oj;q';plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;chamg;3;beq'uʟal;b;labial;labial;1;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;chamg;5;beq'uʟal;b;labial;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;inh;5;gugu;g;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;bezht;3;miqaro;m;nasal;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;bezhh;3;miqaro;m;nasal;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;gunz;3;mɨqər;m;nasal;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;tsez;2;gugu;g;plosive.post;plosive.post;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;gin;3;moqoli;m;nasal;labial;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;lak;4;tːilik';tː;anterior;anterior;NA;;;;;;=petchen';0;body;telo i tulovische;;;;;
25;cpina;arch;4;sːon;sː;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;rutl;4;jɨq'1;j;anterior;anterior;1;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;tsah;PL;dalɨ-bɨ;d;anterior;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;tsahg;4;jɨq'1;j;anterior;anterior;1;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;tsahc;4;jɨq'1;j;anterior;anterior;1;;;;;;;0;body;telo i tulovische;;;;;
25;cpina;kryz;4;jiq';j;anterior;anterior;NA;q';plosive.post;0;;;;0;body;telo i tulovische;;;;;
25;cpina;bud;4;jiq'iǯ;j;anterior;anterior;NA;ǯ;anterior;0;;;;0;body;telo i tulovische;;;;;
25;cpina;hin;4;näk'id;n;nasal;anterior;NA;;;;;;;0;body;telo i tulovische;;;;;
26;pletcho;and;5;beχun;b;labial;labial;1;;;;;;;0;body;telo i tulovische;;;;;
