NN;lex_rus;lang;class;lex_nd;first_cons;cons_type_old;cons_type;CL_SG;final_cons;fin_cons_type;POST_SG;first_vowel;vowel_type;lex_rus_sem;compound;semantics_KK;semantics_KK_detailed;;;;;
368;ljul'ka;rutl;3;q'1ab;q';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
368;ljul'ka;tsah;3;roʔoc // roːc;r;liquid;liquid;NA;;;;;;;0;homeware;homeware;;;;;
368;ljul'ka;tsahg;3;ruroc;r;liquid;liquid;NA;;;;;;;0;homeware;homeware;;;;;
368;ljul'ka;tsahc;3;roc;r;liquid;liquid;NA;;;;;;;0;homeware;homeware;;;;;
368;ljul'ka;kryz;4;q'usu;q';plosive.post;plosive.post;NA;vowel;NA;0;;;;0;homeware;homeware;;;;;
368;ljul'ka;bud;3;nönü;n;nasal;anterior;NA;vowel;NA;0;;;;0;homeware;homeware;;;;;
368;ljul'ka;hin;3;lahand;l;liquid;liquid;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;and;4;k'ak'u;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;cham;3;zanzarak';z;anterior;anterior;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;chamg;5;xiwsːal;x;fricative.post;fricative.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;inh;3;berk'u;b;labial;labial;1;;;;;;;0;homeware;homeware;;;;;
369;jula;tsez;3;p'ezek'ru;p';labial;labial;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;gin;3;biχirbet'u;b;labial;labial;1;;;;;;;0;homeware;homeware;;;;;
369;jula;bezht;3;k'amp'uz;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;bezhh;3;k'amp'uz;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;gunz;3;k'amp'uz;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;lak;4;ʁut'a;ʁ;fricative.post;fricative.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;arch;3;ganža;g;plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;arch;4;k'emek'əla;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;rutl;3;k'ʷarsenej;k'ʷ;plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;tsah;3;k'orcani;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;tsahg;3;k'orcani;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;tsahc;3;k'orcani;k';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
369;jula;kryz;3;k'älbäsäng;k';plosive.post;plosive.post;NA;g;plosive.post;0;;;;0;homeware;homeware;;;;;
369;jula;bud;3;k'əbərsun;k';plosive.post;plosive.post;NA;n;nasal;0;;;;0;homeware;homeware;;;;;
369;jula;hin;3;q'onc';q';plosive.post;plosive.post;NA;;;;;;;0;homeware;homeware;;;;;
370;celenie;and;4;hon;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;cham;4;hãː;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;chamg;4;hani;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;inh;3;aʟ;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
370;celenie;tsez;3;ʕaʟ;ʕ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;gin;3;aʟ;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
370;celenie;bezht;4;äʟ;NA;NA;NA;NA;;;;ä;;;0;house.field;celenie i dom;;;;;
370;celenie;bezhh;4;äʟ;NA;NA;NA;NA;;;;ä;;;0;house.field;celenie i dom;;;;;
370;celenie;gunz;4;aʟ;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
370;celenie;lak;4;ša1rabalu;š;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;lak;4;šːa1r;šː;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;arch;4;χ1or;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;rutl;3;muɢ1;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;tsah;3;χiw;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;tsahg;3;χiw;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;tsahc;3;χiw;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie;kryz;3;kum;k;plosive.post;plosive.post;NA;m;nasal;0;;;;0;house.field;celenie i dom;;;;;
370;celenie;bud;4;kum;k;plosive.post;plosive.post;NA;m;nasal;0;;;;0;house.field;celenie i dom;;;;;
370;celenie;hin;4;swa;s;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;and;5;kuli;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;cham;3;awal;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;chamg;3;ʁaj;ʁ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;inh;4;qon;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;tsez;2;qun;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;gin;4;qʷen;qʷ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;bezht;4;qun;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;bezhh;4;qun;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;gunz;4;qun;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;lak;4;mašːi;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;arch;4;duχːur;d;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;rutl;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;tsah;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;tsahg;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;tsahc;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;kryz;4;ɢäzmä;ɢ;plosive.post;plosive.post;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;bud;3;ɢuzmə;ɢ;plosive.post;plosive.post;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
370;celenie (b) khutor;hin;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;and;4;haq'u;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;and;4;milki;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;cham;3;hãq'ʷ;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;chamg;3;hanq'u;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;inh;4;ãq;NA;NA;NA;NA;;;;ã;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;tsez;4;ʁ1utku;ʁ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;gin;3;buʟe;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;bezht;4;biʟo;b;labial;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;bezhh;4;biʟo;b;labial;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;gunz;4;qoqo;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;lak;3;qːatːa;qː;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;arch;4;noʟ';n;nasal;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;rutl;4;χal;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;tsah;4;χaw;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;tsahg;3;χaw;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;tsahc;4;χaw;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;kryz;3;k'ul;k';plosive.post;plosive.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;bud;3;k'ul;k';plosive.post;plosive.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
371;dom, komnata;hin;4;c'wa;c';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;and;5;ʟ'uč'ːi;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;cham;5;ʁaːj;ʁ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;chamg;5;ʁaj;ʁ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;inh;3;ʟ'uč';ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;tsez;2;ros;r;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;gin;3;ros;r;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;bezht;3;biʁa;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;bezhh;3;biʁa;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;gunz;3;biʁa;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;lak;3;hanu;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;arch;3;jaχʷ;j;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;rutl;3;bɨn;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;tsah;3;xeb;x;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;tsahg;4;xeb;x;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;tsahc;4;xeb;x;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
372;fundament;kryz;4;q'än;q';plosive.post;plosive.post;NA;n;nasal;0;;;;0;house.field;celenie i dom;;;;;
372;fundament;bud;4;dib;d;anterior;anterior;NA;b;labial;0;;;;0;house.field;celenie i dom;;;;;
372;fundament;hin;4;bina;b;labial;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;and;4;onšːi;NA;NA;NA;NA;;;;o;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;cham;3;č'aba;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;chamg;3;hanq'aza;h;fricative.post;fricative.post;NA;;;;;;pol vcjakij;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;inh;5;q'1el;q';plosive.post;plosive.post;NA;;;;;;pol vcjakij;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;tsez;2;ju;j;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;gin;2;juq';j;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;bezht;3;müže;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;bezhh;3;müže;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;gunz;3;raʟ';r;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;lak;3;č'an-qːatːa;č';anterior;anterior;NA;;;;;;"""dno + dom""";1;house.field;celenie i dom;;;;;
373;pol zemljanoj;arch;4;q'atːu noʟ';q';plosive.post;plosive.post;NA;;;;;;"""plockij dom""";1;house.field;celenie i dom;;;;;
373;pol zemljanoj;rutl;3;ǯil;ǯ;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;tsah;3;ǯily;ǯ;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;tsahg;3;ǯily;ǯ;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;tsahc;3;ǯily;ǯ;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;kryz;4;q'um;q';plosive.post;plosive.post;NA;m;nasal;0;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;bud;4;q'um;q';plosive.post;plosive.post;NA;m;nasal;0;;;;0;house.field;celenie i dom;;;;;
373;pol zemljanoj;hin;4;ant;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
374;ctena;and;5;q'en;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;cham;4;q'unna;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;chamg;4;q'unna;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;inh;5;qod;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;tsez;3;qido;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;gin;4;qešu;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;bezht;4;roso;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;bezhh;4;roso;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;gunz;4;nəsu;n;nasal;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;lak;3;č'ira;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;arch;3;č'e1n;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;rutl;4;mas;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;tsah;4;dɨwar;d;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;tsahg;4;dɨwar;d;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;tsahc;4;diwar;d;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
374;ctena;kryz;3;divar;d;anterior;anterior;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
374;ctena;bud;3;divar;d;anterior;anterior;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
374;ctena;hin;3;d(ɨ)var;d;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;and;5;k'amur;k';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;cham;4;inna;NA;NA;NA;NA;;;;i;;;0;house.field;celenie i dom;;;;;
375;okno;chamg;4;hingar;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;inh;4;ãka;NA;NA;NA;NA;;;;ã;;;0;house.field;celenie i dom;;;;;
375;okno;tsez;4;aki;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
375;okno;gin;2;aki;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
375;okno;bezht;4;k'öč'ö;k';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;bezhh;4;žüʁ;ž;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;gunz;4;žoʁ;ž;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;lak;3;č'awa xulu;č';anterior;anterior;NA;;;;;;"""malen'kij vkhod""";1;house.field;celenie i dom;;;;;
375;okno;arch;4;harakut;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;rutl;3;ʁul;ʁ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;tsah;4;ʁuly;ʁ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;tsahg;4;ʁuly;ʁ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;tsahc;4;ɢuly;ɢ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
375;okno;kryz;4;pänǯěrä;p;labial;labial;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
375;okno;bud;4;penǯere;p;labial;labial;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
375;okno;hin;3;pänǯärä;p;labial;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;and;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;cham;3;bela;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;chamg;3;bok'on;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;inh;3;č'eme;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;bezht;3;buʟ'o;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;bezhh;3;buʟ'o;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;gunz;3;bok'on;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;lak;3;murc'u;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;arch;3;mec'ːe;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;rutl;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;tsah;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;tsahg;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;tsahc;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol;kryz;3;miʔěl;m;nasal;labial;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
376;ugol;bud;3;kunǯ;k;plosive.post;plosive.post;NA;ǯ;anterior;0;;;;0;house.field;celenie i dom;;;;;
376;ugol;hin;3;kunǯ;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;and;4;rič'in;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;cham;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;chamg;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;tsez;3;cemi;c;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;gin;3;cemi;c;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;bezhh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;gunz;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;lak;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;arch;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;rutl;3;kuš;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;tsah;3;xošːe;x;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;tsahg;3;xošːe;x;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;tsahc;3;xošːe;x;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;kryz;NA;NA;NA;NA;NA;NA;;;0;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;bud;NA;NA;NA;NA;NA;NA;;;0;;;;0;house.field;celenie i dom;;;;;
376;ugol (a) vnutrennij;hin;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;and;5;bik'un;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;cham;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;chamg;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;tsez;3;č'imu;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;gin;3;č'imu;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;bezhh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;gunz;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;lak;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;arch;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;rutl;3;wɨt;w;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;tsah;3;wut;w;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;tsahg;3;wɨt;w;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;tsahc;3;wut;w;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;kryz;NA;NA;NA;NA;NA;NA;;;0;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;bud;NA;NA;NA;NA;NA;NA;;;0;;;;0;house.field;celenie i dom;;;;;
376;ugol (b) vneshnij;hin;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;and;5;huma;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;cham;3;huma;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;chamg;3;huma;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;inh;3;em;NA;NA;NA;NA;;;;e;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;tsez;3;im;NA;NA;NA;NA;;;;i;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;gin;3;im;NA;NA;NA;NA;;;;i;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;bezhh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;gunz;3;hem;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;lak;4;tːarc';tː;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;arch;4;darc';d;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;rutl;3;mɨxɨl;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;tsah;3;dirak;d;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;tsahg;3;dirak;d;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;tsahc;3;dirak;d;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;kryz;4;häčě;h;fricative.post;fricative.post;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;kryz;4;k'ʷar;k'ʷ;plosive.post;plosive.post;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;bud;4;ʜačə;ʜ;fricative.post;fricative.post;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
377;ctolb opornyj;hin;4;ʜäčä;ʜ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;and;4;ʟ'erč'o;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;cham;5;jiʟ'al;j;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;chamg;NA;̃NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;gin;3;tiri;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;bezht;3;mik'e;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;bezhh;3;mik'e;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;gunz;5;ãzar;NA;NA;NA;NA;;;;ã;;;0;house.field;celenie i dom;;;;;
378;brevno;lak;3;tːala;tː;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;arch;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;rutl;3;ʔ1urten;ʔ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
